#{"t_start": 1765325655.7412353, "env_id": "Chess-v0"}
r,l,t
-1.0,21,56813.565835
-1.0,6,56816.840917
-1.0,46,56838.854901
-1.0,44,56858.420941
-1.0,40,56875.78972
-1.0,13,56882.423619
-1.0,22,56893.148465
-1.0,22,56903.900856
-1.0,54,56929.170917
-1.0,31,56944.652842
-1.0,28,56956.223675
-1.0,23,56967.704517
-1.0,25,56980.086955
-1.0,16,56988.090624
-1.0,28,57000.801514
-1.0,52,57024.35825
-1.0,34,57039.913557
-1.0,26,57052.427248
-1.0,16,57060.180591
-1.0,25,57072.214319
-1.0,20,57082.242734
-1.0,40,57100.777658
-1.0,23,57111.906977
-1.0,37,57128.827879
-1.0,18,57137.649807
-1.0,22,57147.579514
-1.0,36,57163.577859
-1.0,32,57178.796362
-1.0,45,57198.712797
-1.0,24,57210.131833
-1.0,21,57220.368256
-1.0,25,57231.840777
-1.0,32,57246.632835
-1.0,42,57265.71004
-1.0,37,57282.907776
-1.0,25,57294.500515
-1.0,16,57302.633105
-1.0,23,57314.324327
-1.0,36,57331.875639
-1.0,30,57345.542049
-1.0,26,57357.067942
-1.0,13,57363.541108
-1.0,41,57383.1355
-1.0,38,57400.299843
-1.0,29,57414.445678
-1.0,24,57426.651819
-1.0,16,57434.014179
-1.0,44,57452.970865
-1.0,17,57462.235376
-1.0,10,57467.080556
-1.0,35,57485.729446
-1.0,43,57504.496907
-1.0,27,57516.897166
-1.0,26,57529.803349
-1.0,31,57544.893347
-1.0,19,57554.727758
-1.0,33,57569.689623
-1.0,33,57585.607017
-1.0,14,57592.516866
-1.0,17,57600.280095
-1.0,27,57612.658813
-1.0,36,57629.149298
-1.0,27,57642.019968
-1.0,36,57659.137485
-1.0,24,57671.150436
-1.0,4,57672.941494
-1.0,31,57686.894253
-1.0,36,57704.202397
-1.0,18,57712.473463
-1.0,25,57725.161381
-1.0,40,57743.170379
-1.0,20,57752.265494
-1.0,20,57761.367197
-1.0,44,57783.066236
-1.0,28,57796.253527
-1.0,24,57807.541268
-1.0,28,57820.961772
-1.0,15,57828.446826
-1.0,19,57837.619252
-1.0,19,57846.760659
-1.0,31,57861.483604
-1.0,38,57878.535299
-1.0,31,57893.180239
-1.0,22,57903.836473
-1.0,42,57923.222017
-1.0,39,57940.684148
-1.0,19,57949.951168
-1.0,22,57960.233367
-1.0,43,57980.477571
-1.0,32,57996.428905
-1.0,26,58008.42337
-1.0,48,58029.643786
-1.0,56,58052.319896
-1.0,29,58066.414318
-1.0,29,58079.926389
-1.0,31,58095.359318
-1.0,32,58110.806922
-1.0,35,58128.088674
-1.0,40,58145.35474
-1.0,32,58160.637182
-1.0,26,58173.823917
-1.0,25,58185.7153
-1.0,44,58205.323282
-1.0,36,58222.692937
-1.0,24,58235.487121
-1.0,13,58242.292603
-1.0,45,58261.802569
-1.0,16,58269.210474
-1.0,30,58283.545654
-1.0,23,58294.014355
-1.0,17,58301.971936
-1.0,36,58317.995359
-1.0,40,58336.470439
-1.0,25,58348.667403
-1.0,20,58358.647586
-1.0,51,58380.347127
-1.0,51,58401.688523
-1.0,31,58415.090276
-1.0,42,58432.6026
-1.0,44,58453.709507
-1.0,17,58462.208798
-1.0,30,58476.939506
-1.0,35,58493.657693
-1.0,33,58508.501759
-1.0,48,58530.100574
-1.0,40,58547.831905
-1.0,30,58561.301418
-1.0,28,58574.625313
-1.0,32,58589.305112
-1.0,41,58607.540411
-1.0,21,58617.851217
-1.0,31,58632.266748
-1.0,38,58649.973866
-1.0,33,58664.97111
-1.0,24,58675.576896
-1.0,42,58693.476854
-1.0,28,58706.336169
-1.0,62,58731.933798
-1.0,35,58748.183477
-1.0,31,58762.414493
-1.0,33,58777.335958
-1.0,37,58794.33732
-1.0,29,58806.428969
-1.0,21,58815.905706
-1.0,21,58825.597165
-1.0,23,58836.391291
-1.0,32,58850.822545
-1.0,20,58860.306029
-1.0,20,58869.259793
-1.0,12,58875.108862
-1.0,24,58886.163196
-1.0,18,58894.566695
-1.0,40,58912.526582
-1.0,18,58921.743809
-1.0,36,58937.009929
-1.0,32,58951.650891
-1.0,39,58968.949813
-1.0,34,58983.651491
-1.0,33,58998.292902
-1.0,19,59007.677614
-1.0,22,59018.507827
-1.0,47,59040.065269
-1.0,21,59050.27098
-1.0,33,59066.555359
-1.0,35,59081.357548
-1.0,25,59092.457572
-1.0,32,59107.23855
-1.0,38,59124.840335
-1.0,37,59142.006505
-1.0,26,59154.667482
-1.0,41,59171.74585
-1.0,26,59183.703392
-1.0,33,59198.778375
-1.0,20,59207.545695
-1.0,20,59216.912293
-1.0,38,59234.660651
-1.0,34,59249.682314
-1.0,25,59261.067074
-1.0,21,59271.298954
-1.0,37,59288.126683
-1.0,32,59302.634879
-1.0,21,59312.082764
-1.0,21,59321.724418
-1.0,26,59334.038036
-1.0,17,59342.215981
-1.0,8,59345.930482
-1.0,30,59359.748545
-1.0,23,59373.423453
-1.0,19,59382.499945
-1.0,31,59396.423262
-1.0,19,59405.029464
-1.0,42,59423.885155
-1.0,23,59435.127527
-1.0,30,59449.602729
-1.0,28,59462.310983
-1.0,41,59480.646883
-1.0,20,59489.945472
-1.0,43,59508.159355
-1.0,25,59519.783829
-1.0,26,59532.328252
-1.0,28,59545.848172
-1.0,19,59554.7775
-1.0,35,59571.141768
-1.0,29,59584.257999
-1.0,30,59597.275391
-1.0,31,59611.627486
-1.0,28,59625.000143
-1.0,35,59641.026322
-1.0,33,59655.334269
-1.0,29,59667.457499
-1.0,50,59688.871409
-1.0,28,59701.688107
-1.0,30,59715.898305
-1.0,30,59728.657031
-1.0,30,59742.582771
-1.0,30,59756.346328
-1.0,28,59769.28398
-1.0,17,59777.417952
-1.0,25,59789.387219
-1.0,24,59800.940368
-1.0,34,59816.073915
-1.0,17,59824.205737
-1.0,53,59845.930549
-1.0,24,59857.159043
-1.0,23,59868.769339
-1.0,7,59872.09989
-1.0,46,59892.419018
-1.0,33,59907.225081
-1.0,34,59922.090209
-1.0,26,59933.817372
-1.0,21,59943.864946
-1.0,19,59952.334888
-1.0,5,59954.727631
-1.0,22,59964.61071
-1.0,31,59978.412521
-1.0,19,59987.436163
-1.0,27,59999.951164
-1.0,33,60015.600469
-1.0,31,60029.949621
-1.0,29,60043.323264
-1.0,27,60056.333652
-1.0,39,60074.517311
-1.0,34,60090.019771
-1.0,11,60095.964961
-1.0,38,60113.360268
-1.0,40,60131.922648
-1.0,64,60159.514533
-1.0,22,60170.317698
-1.0,32,60184.638923
-1.0,27,60195.964833
-1.0,24,60206.580048
-1.0,31,60220.172759
-1.0,25,60232.4737
-1.0,39,60249.392966
-1.0,35,60265.636142
-1.0,36,60281.393503
-1.0,23,60291.802492
-1.0,37,60309.538376
-1.0,49,60330.573122
-1.0,44,60349.979229
-1.0,42,60368.709917
-1.0,46,60387.859198
-1.0,17,60395.966775
-1.0,35,60411.406799
-1.0,16,60419.296071
-1.0,48,60440.138579
-1.0,32,60454.395097
-1.0,34,60468.621812
-1.0,36,60484.598361
-1.0,35,60498.866874
-1.0,19,60507.206792
-1.0,14,60515.063427
-1.0,29,60528.808727
-1.0,41,60546.555404
-1.0,33,60560.899417
-1.0,15,60568.037593
-1.0,33,60583.972543
-1.0,23,60595.623091
-1.0,17,60603.400321
-1.0,27,60615.393733
-1.0,31,60629.966784
-1.0,33,60645.13703
-1.0,42,60663.544732
-1.0,28,60676.575108
-1.0,7,60680.469126
-1.0,13,60686.777778
-1.0,61,60710.082171
-1.0,31,60723.528066
-1.0,27,60734.912401
-1.0,39,60751.142697
-1.0,50,60772.990446
-1.0,15,60780.016468
-1.0,32,60794.536942
-1.0,16,60802.006881
-1.0,18,60810.524083
-1.0,36,60827.479245
-1.0,28,60840.485483
-1.0,27,60852.131672
-1.0,23,60863.144919
-1.0,26,60874.140695
-1.0,38,60891.484452
-1.0,29,60903.824676
-1.0,19,60912.277114
-1.0,17,60920.770431
-1.0,21,60930.531495
-1.0,47,60950.509095
-1.0,30,60964.255325
-1.0,47,60983.990786
-1.0,40,61002.389493
-1.0,34,61017.629043
-1.0,23,61028.003009
-1.0,41,61045.309876
-1.0,30,61058.415455
-1.0,33,61073.249863
-1.0,26,61085.58649
-1.0,23,61097.534333
-1.0,19,61106.610684
-1.0,24,61118.162568
-1.0,20,61128.113974
-1.0,16,61135.893314
-1.0,21,61145.92062
-1.0,25,61156.483369
-1.0,38,61173.617516
-1.0,51,61193.855475
-1.0,25,61204.882156
-1.0,28,61217.266135
-1.0,36,61234.000497
-1.0,23,61243.988127
-1.0,26,61256.434867
-1.0,27,61269.398082
-1.0,28,61282.85766
-1.0,47,61302.839104
-1.0,17,61310.372616
-1.0,26,61322.614445
-1.0,21,61332.338522
-1.0,49,61351.962309
-1.0,30,61365.622141
-1.0,29,61378.060026
-1.0,21,61387.447352
-1.0,25,61399.043402
-1.0,46,61417.365432
-1.0,38,61434.121985
-1.0,41,61451.846892
-1.0,34,61467.048433
-1.0,24,61477.694132
-1.0,44,61496.480487
-1.0,38,61512.851486
-1.0,20,61521.217001
-1.0,23,61531.760956
-1.0,37,61547.56174
-1.0,35,61562.579319
-1.0,31,61575.055538
-1.0,37,61590.783672
-1.0,27,61602.4291
-1.0,29,61615.214093
-1.0,16,61622.736439
-1.0,11,61627.981526
-1.0,20,61636.867002
-1.0,24,61647.344377
-1.0,27,61659.263769
-1.0,24,61670.038361
-1.0,41,61686.631073
-1.0,33,61700.913275
-1.0,23,61711.237461
-1.0,46,61730.092333
-1.0,22,61739.750704
-1.0,33,61753.768616
-1.0,15,61760.142469
-1.0,23,61770.397238
-1.0,13,61776.724254
-1.0,30,61788.861507
-1.0,22,61797.789456
-1.0,24,61807.055022
-1.0,30,61820.074446
-1.0,26,61831.142975
-1.0,35,61846.065236
-1.0,25,61857.144457
-1.0,43,61873.587689
-1.0,44,61891.331789
-1.0,20,61899.97772
-1.0,30,61912.805117
-1.0,48,61930.252298
-1.0,45,61946.658099
-1.0,50,61966.063113
-1.0,24,61975.587064
-1.0,23,61985.355327
-1.0,13,61991.44851
-1.0,28,62003.212986
-1.0,36,62018.676251
-1.0,36,62033.401471
-1.0,22,62042.812736
-1.0,18,62051.140601
-1.0,12,62057.330084
-1.0,30,62069.278029
-1.0,33,62082.204374
-1.0,18,62090.412318
-1.0,33,62105.889632
-1.0,21,62114.548105
-1.0,30,62126.9287
-1.0,21,62136.094195
-1.0,34,62149.624608
-1.0,31,62163.3282
-1.0,30,62175.869061
-1.0,16,62182.58451
-1.0,21,62191.908538
-1.0,51,62211.303385
-1.0,33,62225.122569
-1.0,26,62235.457309
-1.0,26,62245.771312
-1.0,36,62260.572061
-1.0,26,62271.866324
-1.0,39,62286.688239
-1.0,11,62292.062739
-1.0,33,62304.919258
-1.0,25,62315.524315
-1.0,42,62333.815479
-1.0,15,62340.416736
-1.0,39,62356.592699
-1.0,25,62366.643008
-1.0,24,62377.528574
-1.0,34,62391.916612
-1.0,32,62405.655652
-1.0,27,62416.884611
-1.0,28,62428.328665
-1.0,29,62439.890032
-1.0,32,62453.270861
-1.0,32,62466.845108
-1.0,22,62476.328952
-1.0,49,62494.353637
-1.0,15,62500.705608
-1.0,30,62513.553739
-1.0,19,62521.552763
-1.0,39,62536.706927
-1.0,30,62548.345575
-1.0,21,62556.712425
-1.0,37,62571.571432
-1.0,15,62578.118821
-1.0,40,62594.002926
-1.0,12,62598.986468
-1.0,34,62612.754812
-1.0,22,62621.934047
-1.0,23,62631.002223
-1.0,39,62646.181771
-1.0,42,62662.188808
-1.0,28,62673.273757
-1.0,20,62681.851254
-1.0,36,62695.213316
-1.0,33,62708.692431
-1.0,30,62720.063573
-1.0,35,62734.532599
-1.0,41,62750.155905
-1.0,50,62768.537428
-1.0,32,62781.41364
-1.0,24,62791.709347
-1.0,20,62800.491437
-1.0,31,62813.570357
-1.0,17,62820.997995
-1.0,29,62833.828988
-1.0,37,62848.628807
-1.0,18,62856.175
-1.0,31,62868.757823
-1.0,23,62877.957004
-1.0,33,62891.483695
-1.0,32,62904.222286
-1.0,23,62914.24799
-1.0,21,62923.017848
-1.0,36,62938.917763
-1.0,35,62953.272486
-1.0,24,62963.235743
-1.0,13,62969.004246
-1.0,14,62975.193334
-1.0,47,62993.734592
-1.0,25,63004.822811
-1.0,10,63009.077244
-1.0,23,63018.903475
-1.0,14,63024.58817
-1.0,40,63040.209624
-1.0,21,63049.354322
-1.0,73,63077.421267
-1.0,39,63094.379635
-1.0,32,63108.518716
-1.0,32,63122.039055
-1.0,23,63135.140098
-1.0,22,63145.973998
-1.0,27,63157.371893
-1.0,23,63167.506917
-1.0,32,63181.246197
-1.0,28,63192.799573
-1.0,22,63202.284796
-1.0,30,63215.815074
-1.0,39,63233.432972
-1.0,57,63257.549151
-1.0,58,63280.645095
-1.0,51,63300.388166
-1.0,40,63315.76696
-1.0,49,63335.215665
-1.0,32,63348.89484
-1.0,33,63363.483539
-1.0,37,63379.301554
-1.0,29,63392.023871
-1.0,18,63400.098766
-1.0,41,63415.446002
-1.0,18,63424.07519
-1.0,10,63428.975677
-1.0,41,63445.945673
-1.0,44,63463.272704
-1.0,46,63482.399137
-1.0,29,63494.493582
-1.0,16,63501.463131
-1.0,44,63519.952582
-1.0,21,63528.5137
-1.0,22,63537.852237
-1.0,11,63542.774771
-1.0,30,63555.459116
-1.0,35,63569.635051
-1.0,31,63582.363774
-1.0,34,63596.447631
-1.0,33,63611.753814
-1.0,37,63629.123507
-1.0,40,63646.796326
-1.0,26,63659.069362
-1.0,34,63674.342944
-1.0,39,63690.599196
-1.0,47,63709.142561
-1.0,40,63725.782588
-1.0,13,63731.196055
-1.0,35,63746.579659
-1.0,16,63754.849207
-1.0,34,63770.059653
-1.0,28,63782.446218
-1.0,43,63799.332038
-1.0,17,63809.110624
-1.0,17,63816.964788
-1.0,34,63832.191051
-1.0,38,63848.474519
-1.0,48,63868.724583
-1.0,31,63884.374881
-1.0,18,63892.64455
-1.0,47,63911.378255
-1.0,56,63934.091306
-1.0,36,63950.085419
-1.0,33,63965.21891
-1.0,17,63973.104613
-1.0,22,63983.233098
-1.0,23,63993.702285
-1.0,35,64009.792437
-1.0,42,64028.454782
-1.0,23,64037.670463
-1.0,30,64050.794586
-1.0,42,64069.684931
-1.0,35,64083.942765
-1.0,25,64095.388842
-1.0,20,64103.925017
-1.0,32,64117.030053
-1.0,30,64131.047987
-1.0,16,64139.221774
-1.0,66,64163.20473
-1.0,19,64172.337406
-1.0,18,64180.268172
-1.0,34,64194.480064
-1.0,23,64204.421144
-1.0,55,64225.375113
-1.0,35,64240.409868
-1.0,22,64251.120761
-1.0,36,64265.999804
-1.0,21,64275.849051
-1.0,25,64286.665036
-1.0,23,64296.944036
-1.0,34,64311.486126
-1.0,14,64318.142525
-1.0,33,64332.117037
-1.0,19,64340.691294
-1.0,28,64353.104591
-1.0,25,64363.870956
-1.0,22,64374.200016
-1.0,41,64392.273845
-1.0,35,64409.181805
-1.0,42,64427.543851
-1.0,25,64438.37895
-1.0,39,64454.286982
-1.0,27,64466.390942
-1.0,15,64472.880171
-1.0,24,64482.985633
-1.0,35,64497.785739
-1.0,34,64512.70367
-1.0,15,64519.380906
-1.0,32,64534.169303
-1.0,17,64542.182883
-1.0,30,64554.89633
-1.0,48,64574.743991
-1.0,44,64594.705143
-1.0,17,64603.092353
-1.0,51,64622.924963
-1.0,14,64629.266853
-1.0,33,64643.547915
-1.0,41,64661.509021
-1.0,34,64676.761905
