#{"t_start": 1765325655.7412353, "env_id": "Chess-v0"}
r,l,t
-1.0,16,20237.186341
-1.0,33,20251.048715
-1.0,33,20265.655593
-1.0,29,20276.946303
-1.0,28,20288.468364
-1.0,13,20294.865383
-1.0,20,20303.21241
-1.0,16,20310.161576
-1.0,22,20318.897276
-1.0,14,20324.636748
-1.0,25,20335.115324
-1.0,24,20344.966138
-1.0,52,20365.33849
-1.0,28,20377.179655
-1.0,12,20382.136751
-1.0,43,20400.159817
-1.0,53,20420.69624
-1.0,32,20433.768414
-1.0,17,20440.95846
-1.0,11,20446.138597
-1.0,11,20450.897444
-1.0,15,20457.230678
-1.0,37,20471.996637
-1.0,20,20480.658636
-1.0,26,20491.106976
-1.0,12,20496.23754
-1.0,16,20503.100269
-1.0,11,20507.986816
-1.0,42,20525.106176
-1.0,17,20532.32107
-1.0,29,20543.600621
-1.0,16,20550.626112
-1.0,19,20558.827727
-1.0,33,20571.526576
-1.0,33,20585.329901
-1.0,30,20597.515095
-1.0,12,20602.36172
-1.0,13,20607.927558
-1.0,27,20620.566187
-1.0,16,20627.343948
-1.0,8,20630.9958
-1.0,28,20642.257026
-1.0,18,20649.506681
-1.0,19,20657.515605
-1.0,15,20665.071737
-1.0,16,20672.353713
-1.0,19,20679.928637
-1.0,12,20685.366721
-1.0,17,20692.898547
-1.0,15,20699.645684
-1.0,22,20709.30641
-1.0,11,20713.84052
-1.0,20,20721.97264
-1.0,40,20736.878579
-1.0,17,20743.871428
-1.0,58,20766.07337
-1.0,19,20774.161648
-1.0,38,20790.438671
-1.0,35,20805.536501
-1.0,22,20814.891438
-1.0,11,20819.804585
-1.0,18,20827.775891
-1.0,39,20843.511642
-1.0,10,20848.468693
-1.0,16,20855.510467
-1.0,24,20865.874493
-1.0,38,20881.621552
-1.0,11,20886.522325
-1.0,37,20902.355559
-1.0,16,20908.943333
-1.0,23,20918.865724
-1.0,29,20930.687636
-1.0,17,20938.134447
-1.0,27,20949.211311
-1.0,35,20964.88268
-1.0,15,20971.583462
-1.0,24,20981.969638
-1.0,10,20986.627514
-1.0,20,20994.989069
-1.0,39,21010.912181
-1.0,26,21022.709499
-1.0,20,21031.236659
-1.0,28,21042.854602
-1.0,20,21051.582603
-1.0,44,21069.276514
-1.0,35,21084.053396
-1.0,26,21094.843683
-1.0,21,21103.637523
-1.0,34,21118.145814
-1.0,17,21125.361252
-1.0,33,21138.347373
-1.0,19,21146.398998
-1.0,40,21162.260617
-1.0,26,21173.020367
-1.0,26,21183.956432
-1.0,21,21192.378941
-1.0,36,21206.439673
-1.0,20,21215.3946
-1.0,23,21224.838809
-1.0,29,21236.478777
-1.0,43,21253.165688
-1.0,24,21262.948606
-1.0,55,21284.520641
-1.0,17,21291.808342
-1.0,41,21308.170222
-1.0,46,21325.974109
-1.0,28,21336.982625
-1.0,35,21351.651396
-1.0,14,21357.228612
-1.0,23,21367.202677
-1.0,24,21377.032419
-1.0,35,21390.405349
-1.0,14,21396.484642
-1.0,28,21407.810688
-1.0,36,21423.509158
-1.0,29,21435.718935
-1.0,28,21447.184672
-1.0,24,21457.53856
-1.0,22,21466.996568
-1.0,14,21473.133538
-1.0,15,21479.806877
-1.0,30,21492.798586
-1.0,25,21502.8567
-1.0,10,21507.290586
-1.0,19,21515.538759
-1.0,28,21527.583338
-1.0,30,21540.290512
-1.0,15,21546.493734
-1.0,13,21552.334805
-1.0,39,21567.263538
-1.0,21,21575.542365
-1.0,38,21591.007457
-1.0,23,21600.657332
-1.0,33,21614.764449
-1.0,19,21622.836192
-1.0,22,21632.434933
-1.0,18,21639.661712
-1.0,19,21647.57801
-1.0,24,21658.12553
-1.0,23,21667.495825
-1.0,9,21671.384566
-1.0,16,21678.308515
-1.0,16,21685.048564
-1.0,19,21693.000245
-1.0,31,21705.602548
-1.0,17,21712.919405
-1.0,25,21723.135607
-1.0,14,21729.276932
-1.0,17,21735.933438
-1.0,26,21746.748713
-1.0,24,21756.67656
-1.0,16,21763.127732
-1.0,41,21778.479411
-1.0,36,21792.860658
-1.0,37,21806.995508
-1.0,41,21824.130682
-1.0,19,21831.529358
-1.0,39,21847.12644
-1.0,17,21855.159083
-1.0,40,21871.445142
-1.0,32,21885.160631
-1.0,23,21894.544175
-1.0,18,21902.629526
-1.0,26,21913.380401
-1.0,35,21928.225705
-1.0,16,21934.812095
-1.0,38,21949.345689
-1.0,10,21953.825172
-1.0,24,21963.632692
-1.0,24,21973.743699
-1.0,29,21986.886197
-1.0,11,21991.889603
-1.0,36,22006.372203
-1.0,36,22020.524642
-1.0,34,22034.355189
-1.0,11,22039.44993
-1.0,17,22047.111078
-1.0,24,22057.8781
-1.0,24,22067.256604
-1.0,43,22083.808107
-1.0,24,22093.890733
-1.0,23,22104.156791
-1.0,13,22109.605079
-1.0,32,22122.909384
-1.0,22,22132.534558
-1.0,16,22139.233222
-1.0,23,22148.732663
-1.0,29,22160.131691
-1.0,30,22171.986611
-1.0,24,22182.356502
-1.0,15,22188.781439
-1.0,25,22198.793529
-1.0,15,22205.533519
-1.0,39,22221.435524
-1.0,43,22238.14746
-1.0,20,22246.638648
-1.0,20,22254.976957
-1.0,16,22262.099634
-1.0,27,22272.747659
-1.0,11,22277.693377
-1.0,28,22288.945002
-1.0,22,22298.359506
-1.0,52,22317.670749
-1.0,14,22323.72119
-1.0,16,22330.145302
-1.0,13,22335.339347
-1.0,15,22342.032714
-1.0,32,22354.738502
-1.0,31,22367.967546
-1.0,29,22379.896466
-1.0,24,22390.303055
-1.0,7,22393.496431
-1.0,27,22404.903876
-1.0,14,22411.320529
-1.0,22,22421.080722
-1.0,26,22431.494791
-1.0,44,22447.407284
-1.0,34,22461.733785
-1.0,16,22469.351323
-1.0,27,22480.433817
-1.0,24,22489.881891
-1.0,27,22500.881788
-1.0,34,22514.70145
-1.0,27,22525.362545
-1.0,19,22533.067718
-1.0,60,22555.907657
-1.0,27,22567.069568
-1.0,16,22573.662622
-1.0,21,22582.416713
-1.0,23,22592.672357
-1.0,7,22595.68452
-1.0,43,22612.582179
-1.0,19,22620.401676
-1.0,15,22626.967514
-1.0,34,22641.286516
-1.0,22,22650.981019
-1.0,39,22667.395715
-1.0,36,22681.70963
-1.0,22,22691.191223
-1.0,23,22701.228567
-1.0,15,22707.712056
-1.0,34,22721.051933
-1.0,22,22730.809777
-1.0,29,22743.189668
-1.0,22,22752.035505
-1.0,24,22763.020288
-1.0,15,22769.456778
-1.0,16,22776.401714
-1.0,6,22779.290928
-1.0,5,22781.566445
-1.0,38,22796.247544
-1.0,30,22809.086634
-1.0,43,22826.328902
-1.0,14,22832.570899
-1.0,20,22841.186388
-1.0,9,22845.421627
-1.0,27,22856.727809
-1.0,21,22866.106863
-1.0,30,22878.900634
-1.0,38,22894.197058
-1.0,20,22902.732305
-1.0,46,22920.874764
-1.0,34,22934.596094
-1.0,25,22943.848515
-1.0,37,22957.685342
-1.0,47,22975.739696
-1.0,35,22989.293124
-1.0,5,22991.243587
-1.0,27,23002.653606
-1.0,18,23009.9829
-1.0,30,23021.868004
-1.0,23,23031.632705
-1.0,23,23041.107513
-1.0,15,23047.081491
-1.0,16,23053.260975
-1.0,21,23062.028552
-1.0,22,23071.707485
-1.0,20,23080.103766
-1.0,30,23092.371491
-1.0,22,23101.825862
-1.0,22,23110.627688
-1.0,47,23127.974067
-1.0,22,23137.30558
-1.0,26,23147.794211
-1.0,20,23155.793418
-1.0,26,23166.813129
-1.0,25,23176.583894
-1.0,10,23181.012696
-1.0,21,23189.699689
-1.0,25,23199.511338
-1.0,36,23214.774644
-1.0,24,23224.870257
-1.0,28,23236.339408
-1.0,21,23245.857018
-1.0,24,23255.739302
-1.0,36,23269.976804
-1.0,17,23277.126676
-1.0,34,23290.735366
-1.0,21,23299.651847
-1.0,15,23305.724556
-1.0,34,23318.192669
-1.0,30,23329.607215
-1.0,21,23338.456616
-1.0,32,23351.39853
-1.0,22,23360.716501
-1.0,19,23368.865499
-1.0,35,23383.352223
-1.0,12,23388.756527
-1.0,32,23401.962778
-1.0,17,23409.609446
-1.0,47,23428.445494
-1.0,25,23438.347608
-1.0,45,23455.775611
-1.0,22,23465.024745
-1.0,27,23477.198697
-1.0,47,23496.110821
-1.0,14,23502.013621
-1.0,15,23508.068123
-1.0,20,23516.87465
-1.0,22,23526.042427
-1.0,19,23534.094244
-1.0,29,23545.832674
-1.0,15,23552.530502
-1.0,38,23567.078027
-1.0,44,23584.422945
-1.0,13,23590.413021
-1.0,17,23597.757433
-1.0,18,23605.502679
-1.0,15,23611.633835
-1.0,27,23622.467314
-1.0,37,23637.249585
-1.0,30,23649.635711
-1.0,23,23659.234327
-1.0,13,23664.598588
-1.0,22,23673.462345
-1.0,23,23682.825652
-1.0,20,23691.552647
-1.0,16,23698.884276
-1.0,19,23707.247167
-1.0,37,23720.887792
-1.0,32,23734.29782
-1.0,8,23737.671272
-1.0,15,23743.781832
-1.0,27,23754.287326
-1.0,26,23765.412696
-1.0,33,23778.385471
-1.0,30,23790.549678
-1.0,12,23795.821729
-1.0,51,23814.387612
-1.0,22,23823.804885
-1.0,23,23833.210663
-1.0,24,23843.504694
-1.0,45,23860.486096
-1.0,27,23872.207334
-1.0,37,23887.052592
-1.0,29,23899.140496
-1.0,16,23905.83015
-1.0,17,23913.217671
-1.0,15,23920.159645
-1.0,24,23929.705972
-1.0,24,23939.86869
-1.0,37,23954.930284
-1.0,18,23962.889711
-1.0,22,23972.195026
-1.0,22,23981.93645
-1.0,5,23984.017234
-1.0,11,23988.510101
-1.0,13,23994.15852
-1.0,29,24005.831599
-1.0,22,24014.449484
-1.0,40,24029.72435
-1.0,24,24039.632189
-1.0,12,24045.921819
-1.0,30,24059.027186
-1.0,31,24072.081498
-1.0,26,24083.027894
-1.0,23,24092.929432
-1.0,23,24103.075555
-1.0,15,24109.417741
-1.0,26,24120.182487
-1.0,16,24127.139811
-1.0,23,24136.021372
-1.0,38,24151.887693
-1.0,26,24162.833384
-1.0,24,24172.380502
-1.0,26,24183.519564
-1.0,38,24198.583795
-1.0,41,24215.471729
-1.0,9,24219.264071
-1.0,14,24225.569606
-1.0,20,24233.679513
-1.0,11,24238.64751
-1.0,34,24252.598845
-1.0,12,24257.594534
-1.0,27,24268.475807
-1.0,34,24282.097945
-1.0,28,24293.025432
-1.0,20,24301.268221
-1.0,29,24313.457233
-1.0,36,24327.910365
-1.0,37,24343.343438
-1.0,18,24351.409377
-1.0,29,24362.81244
-1.0,28,24374.277563
-1.0,24,24384.507697
-1.0,27,24395.85953
-1.0,13,24401.388138
-1.0,22,24410.783009
-1.0,36,24424.706537
-1.0,29,24436.579693
-1.0,17,24443.94767
-1.0,35,24458.088126
-1.0,19,24466.090722
-1.0,37,24480.397632
-1.0,26,24491.075763
-1.0,29,24502.21653
-1.0,53,24521.250137
-1.0,25,24531.959092
-1.0,36,24546.103581
-1.0,28,24557.541021
-1.0,24,24567.808644
-1.0,20,24576.097798
-1.0,15,24582.503317
-1.0,41,24598.166543
-1.0,35,24612.100382
-1.0,32,24625.19562
-1.0,14,24630.75873
-1.0,11,24635.654121
-1.0,34,24648.694332
-1.0,22,24658.550436
-1.0,35,24672.386587
-1.0,26,24683.315722
-1.0,42,24699.845748
-1.0,18,24707.281497
-1.0,26,24718.27463
-1.0,7,24721.258114
-1.0,16,24728.604344
-1.0,26,24739.92773
-1.0,13,24746.312434
-1.0,27,24757.219787
-1.0,25,24766.842281
-1.0,21,24776.191611
-1.0,37,24791.025307
-1.0,30,24803.677938
-1.0,19,24811.919044
-1.0,24,24822.810036
-1.0,43,24840.521568
-1.0,47,24860.167753
-1.0,34,24873.564167
-1.0,38,24890.134106
-1.0,22,24899.183529
-1.0,4,24900.851269
-1.0,11,24905.78069
-1.0,24,24915.501137
-1.0,20,24923.204329
-1.0,25,24933.272636
-1.0,25,24943.299314
-1.0,18,24951.048488
-1.0,24,24960.82656
-1.0,24,24970.793551
-1.0,39,24985.726601
-1.0,29,24998.160355
-1.0,36,25012.333606
-1.0,27,25023.564706
-1.0,25,25033.51876
-1.0,37,25048.794675
-1.0,10,25053.346709
-1.0,43,25069.845716
-1.0,42,25086.288528
-1.0,30,25097.623647
-1.0,37,25111.98764
-1.0,10,25116.243275
-1.0,32,25130.492831
-1.0,18,25138.605583
-1.0,40,25154.19365
-1.0,26,25164.2044
-1.0,24,25174.644408
-1.0,23,25184.57512
-1.0,21,25193.790607
-1.0,23,25203.792419
-1.0,42,25220.271218
-1.0,19,25228.108665
-1.0,36,25241.862596
-1.0,24,25251.626023
-1.0,12,25256.319714
-1.0,23,25265.445467
-1.0,22,25274.489335
-1.0,26,25285.870733
-1.0,21,25294.851348
-1.0,17,25301.466098
-1.0,29,25313.839343
-1.0,21,25323.144657
-1.0,32,25336.115624
-1.0,12,25341.278434
-1.0,18,25348.943528
-1.0,31,25362.152278
-1.0,28,25373.461631
-1.0,32,25385.720487
-1.0,24,25395.762133
-1.0,46,25413.292957
-1.0,29,25424.260555
-1.0,22,25433.43752
-1.0,19,25441.785627
-1.0,19,25449.927711
-1.0,32,25463.155406
-1.0,41,25478.159349
-1.0,17,25485.16845
-1.0,13,25490.86344
-1.0,6,25493.302755
-1.0,36,25506.793577
-1.0,26,25518.263582
-1.0,30,25531.051772
-1.0,34,25544.248338
-1.0,30,25556.130325
-1.0,23,25565.234269
-1.0,40,25580.223405
-1.0,19,25588.258837
-1.0,54,25609.131429
-1.0,26,25620.101332
-1.0,18,25627.742656
-1.0,30,25639.724657
-1.0,21,25648.523184
-1.0,8,25651.562777
-1.0,47,25669.71053
-1.0,10,25674.324871
-1.0,17,25681.804663
-1.0,25,25692.153167
-1.0,40,25707.797004
-1.0,22,25717.066606
-1.0,27,25729.114717
-1.0,25,25739.582526
-1.0,18,25747.646688
-1.0,21,25756.020502
-1.0,34,25770.010413
-1.0,17,25776.887657
-1.0,31,25789.727027
-1.0,22,25798.8951
-1.0,17,25806.464357
-1.0,37,25821.356072
-1.0,28,25832.710201
-1.0,48,25853.024564
-1.0,48,25871.6876
-1.0,18,25879.191963
-1.0,15,25884.965648
-1.0,36,25898.793654
-1.0,31,25912.112243
-1.0,38,25926.691644
-1.0,10,25930.771626
-1.0,20,25938.840617
-1.0,23,25947.970527
-1.0,30,25959.637551
-1.0,16,25966.372731
-1.0,26,25976.820303
-1.0,17,25983.747352
-1.0,15,25990.24144
-1.0,34,26002.953149
-1.0,26,26013.820763
-1.0,19,26022.103229
-1.0,26,26032.323198
-1.0,16,26039.142715
-1.0,28,26050.752721
-1.0,17,26057.911725
-1.0,20,26065.766705
-1.0,21,26074.312879
-1.0,34,26087.751312
-1.0,30,26099.876109
-1.0,12,26104.695578
-1.0,29,26115.93988
-1.0,25,26126.550416
-1.0,24,26136.565623
-1.0,14,26142.413724
-1.0,27,26154.142018
-1.0,41,26170.008707
-1.0,31,26182.316367
-1.0,12,26187.555729
-1.0,20,26196.000112
-1.0,9,26200.088109
-1.0,25,26210.523432
-1.0,19,26218.456792
-1.0,14,26224.609817
-1.0,45,26243.175564
-1.0,47,26260.729019
-1.0,36,26275.392423
-1.0,17,26282.687093
-1.0,33,26296.266743
-1.0,16,26302.869002
-1.0,31,26314.242818
-1.0,22,26323.328268
-1.0,15,26329.494662
-1.0,26,26339.259452
-1.0,38,26355.01241
-1.0,21,26363.329659
-1.0,36,26377.579943
-1.0,37,26391.081504
-1.0,21,26400.675777
-1.0,12,26405.585649
-1.0,38,26420.155673
-1.0,37,26434.68571
-1.0,18,26442.315924
-1.0,25,26451.971364
-1.0,14,26458.247065
-1.0,10,26462.767518
-1.0,15,26469.507765
-1.0,16,26476.741864
-1.0,8,26480.197922
-1.0,30,26492.309184
-1.0,21,26501.203644
-1.0,23,26511.303707
-1.0,42,26528.597726
-1.0,22,26537.894527
-1.0,20,26545.898543
-1.0,37,26561.576401
-1.0,19,26569.88441
-1.0,54,26589.064371
-1.0,45,26605.139166
-1.0,16,26612.031739
-1.0,14,26618.03353
-1.0,14,26624.534466
-1.0,20,26633.213604
-1.0,16,26639.783119
-1.0,29,26651.795469
-1.0,47,26670.038103
-1.0,26,26679.852899
-1.0,25,26689.389815
-1.0,21,26698.101988
-1.0,25,26708.278668
-1.0,25,26718.038428
-1.0,25,26728.362549
-1.0,25,26738.55304
-1.0,16,26745.385668
-1.0,37,26760.399394
-1.0,8,26764.170337
-1.0,5,26766.093524
-1.0,29,26777.460575
-1.0,17,26785.071009
-1.0,18,26793.007388
-1.0,36,26806.705542
-1.0,14,26812.547388
-1.0,23,26822.42854
-1.0,25,26832.1755
-1.0,16,26838.786355
-1.0,22,26848.227557
-1.0,51,26867.827563
-1.0,19,26876.041597
-1.0,36,26890.19984
-1.0,30,26901.865706
-1.0,23,26910.745435
-1.0,33,26923.794312
-1.0,14,26929.620065
-1.0,33,26943.108575
-1.0,20,26951.297662
-1.0,15,26957.476404
-1.0,4,26959.269628
-1.0,12,26964.301493
-1.0,13,26969.900071
-1.0,46,26988.111295
-1.0,17,26995.347369
-1.0,14,27001.638521
-1.0,33,27013.873113
-1.0,11,27018.768423
-1.0,22,27027.528574
-1.0,53,27047.421476
-1.0,24,27057.50257
-1.0,37,27072.325401
-1.0,22,27080.760236
-1.0,21,27089.616411
-1.0,48,27108.00541
-1.0,26,27118.000343
-1.0,22,27126.865855
-1.0,8,27130.098534
-1.0,30,27141.980695
-1.0,11,27146.31345
-1.0,25,27157.011503
-1.0,28,27169.038018
-1.0,32,27181.500346
-1.0,36,27195.191625
-1.0,30,27207.218304
-1.0,28,27218.902898
-1.0,29,27230.981271
-1.0,27,27242.037704
-1.0,23,27251.914414
-1.0,20,27260.140957
-1.0,25,27270.477808
-1.0,27,27281.257362
-1.0,23,27291.129039
-1.0,30,27302.945575
-1.0,17,27310.250116
-1.0,24,27320.577716
-1.0,44,27337.18152
-1.0,30,27349.037835
-1.0,18,27356.538465
-1.0,15,27363.324511
-1.0,26,27374.580464
-1.0,39,27392.18543
-1.0,32,27405.47682
-1.0,32,27418.377705
-1.0,11,27423.145442
-1.0,35,27437.114469
-1.0,17,27443.545631
-1.0,19,27451.943488
-1.0,8,27455.36494
-1.0,29,27467.647382
-1.0,14,27473.808089
-1.0,38,27488.424353
-1.0,17,27495.655632
-1.0,33,27508.294402
-1.0,16,27515.349452
-1.0,25,27525.193781
-1.0,21,27533.380358
-1.0,31,27545.023684
-1.0,21,27553.888867
-1.0,28,27565.002022
-1.0,20,27572.667623
-1.0,33,27586.041431
-1.0,33,27599.212412
-1.0,16,27606.137557
-1.0,16,27613.068734
-1.0,23,27622.597973
-1.0,11,27627.219327
-1.0,20,27635.801558
-1.0,22,27644.686146
-1.0,11,27649.694852
-1.0,16,27656.74632
-1.0,40,27672.513286
-1.0,42,27688.124689
-1.0,40,27705.201021
-1.0,18,27712.980473
-1.0,17,27720.120136
-1.0,31,27732.513412
-1.0,33,27745.634433
-1.0,35,27759.552329
-1.0,28,27770.178599
-1.0,34,27784.172687
-1.0,29,27795.685379
-1.0,14,27801.776644
-1.0,11,27806.081607
-1.0,26,27816.724287
-1.0,28,27827.361115
-1.0,36,27842.414969
-1.0,17,27849.818442
-1.0,21,27859.337916
-1.0,30,27871.415335
-1.0,16,27877.976697
-1.0,17,27885.144002
-1.0,39,27901.119823
-1.0,20,27909.497342
-1.0,14,27915.069986
-1.0,20,27923.943775
-1.0,23,27933.830416
-1.0,25,27944.368181
-1.0,33,27957.620447
-1.0,25,27968.366561
-1.0,20,27977.021341
-1.0,28,27988.086557
-1.0,53,28006.742655
-1.0,12,28012.218751
-1.0,24,28022.373566
-1.0,22,28032.724644
-1.0,39,28048.47072
-1.0,15,28055.086487
-1.0,27,28065.48745
-1.0,15,28072.127488
-1.0,35,28085.254746
-1.0,23,28094.806834
-1.0,17,28101.778028
-1.0,28,28112.892076
-1.0,25,28122.826453
-1.0,23,28132.619791
-1.0,9,28136.821526
-1.0,31,28148.71567
-1.0,36,28162.623323
-1.0,35,28176.157454
-1.0,20,28184.612566
-1.0,15,28191.438496
-1.0,26,28202.054365
-1.0,38,28219.083737
-1.0,25,28229.126427
-1.0,65,28253.605323
-1.0,43,28270.06657
-1.0,31,28283.308002
-1.0,26,28293.509452
-1.0,23,28302.756313
-1.0,32,28314.372571
-1.0,35,28327.649651
-1.0,34,28341.62985
-1.0,15,28347.940508
-1.0,32,28361.673442
-1.0,25,28372.253192
-1.0,48,28388.920614
-1.0,34,28402.106491
-1.0,37,28417.473181
-1.0,32,28430.271614
-1.0,24,28440.08157
-1.0,38,28455.089846
-1.0,31,28467.56922
-1.0,55,28487.483077
-1.0,20,28496.755678
-1.0,28,28508.573884
-1.0,43,28525.793445
-1.0,37,28540.177307
-1.0,29,28553.147478
-1.0,43,28568.487489
-1.0,15,28574.898028
-1.0,40,28590.861672
-1.0,14,28596.411011
-1.0,10,28600.81176
-1.0,8,28604.318094
-1.0,34,28617.371849
-1.0,15,28623.775448
-1.0,40,28639.85242
-1.0,13,28645.86373
-1.0,51,28666.391894
-1.0,27,28677.261057
-1.0,30,28689.18458
-1.0,25,28699.197886
-1.0,14,28704.839693
-1.0,12,28709.716699
-1.0,26,28720.425103
-1.0,13,28726.356846
-1.0,33,28739.969704
-1.0,26,28749.983722
-1.0,15,28756.436257
-1.0,16,28763.328077
-1.0,21,28771.998519
-1.0,25,28781.660391
-1.0,24,28791.184445
-1.0,15,28797.810082
-1.0,24,28807.173636
-1.0,30,28818.769413
-1.0,26,28828.775223
-1.0,16,28835.643326
-1.0,23,28845.540478
-1.0,10,28849.315051
-1.0,24,28859.341253
-1.0,38,28874.179399
-1.0,36,28887.665197
-1.0,17,28895.056916
-1.0,38,28910.924519
-1.0,44,28928.149525
-1.0,55,28947.900669
-1.0,41,28964.56433
-1.0,45,28983.022096
-1.0,13,28988.299295
-1.0,25,28997.491665
-1.0,20,29006.040647
-1.0,21,29014.382777
-1.0,31,29027.863949
-1.0,48,29047.787461
-1.0,18,29055.605959
-1.0,52,29075.257753
-1.0,15,29081.818105
-1.0,24,29091.72416
-1.0,12,29096.769684
-1.0,22,29105.506078
-1.0,16,29112.303223
-1.0,30,29124.529433
-1.0,18,29132.038167
-1.0,22,29141.926706
-1.0,19,29149.805413
-1.0,21,29157.735534
-1.0,25,29167.785576
-1.0,18,29175.040722
-1.0,25,29185.981767
-1.0,31,29198.312408
-1.0,45,29216.349789
-1.0,38,29230.604766
-1.0,21,29239.010682
-1.0,19,29246.699548
-1.0,17,29253.947572
-1.0,32,29266.404916
-1.0,29,29278.047628
-1.0,9,29281.835659
-1.0,33,29295.26156
-1.0,20,29303.90594
-1.0,17,29310.99755
-1.0,9,29314.562529
-1.0,29,29325.940091
-1.0,27,29336.649359
-1.0,19,29345.588008
-1.0,34,29359.33242
-1.0,27,29370.800375
-1.0,31,29383.523852
-1.0,34,29397.135478
-1.0,49,29415.782994
-1.0,30,29427.399526
-1.0,20,29435.815479
-1.0,16,29442.997108
-1.0,8,29446.742548
-1.0,9,29450.551536
-1.0,42,29466.969486
-1.0,14,29472.77861
-1.0,10,29476.943326
-1.0,32,29490.104259
-1.0,13,29495.174971
-1.0,39,29511.590143
-1.0,20,29519.919674
-1.0,38,29534.778868
-1.0,26,29545.37235
-1.0,29,29556.81882
-1.0,30,29569.11741
-1.0,20,29577.882877
-1.0,16,29584.897523
-1.0,40,29600.42358
-1.0,33,29613.534921
-1.0,27,29624.736957
-1.0,22,29634.598144
-1.0,37,29649.704032
-1.0,26,29660.473582
-1.0,23,29670.612404
-1.0,22,29679.034367
-1.0,26,29689.840504
-1.0,30,29702.321767
-1.0,36,29715.769778
-1.0,19,29723.334522
-1.0,37,29737.91159
-1.0,29,29750.275671
-1.0,34,29763.068574
-1.0,19,29771.414062
-1.0,11,29776.048603
-1.0,27,29786.553326
-1.0,27,29797.742238
-1.0,28,29809.741505
-1.0,16,29816.3959
-1.0,20,29824.825338
-1.0,33,29837.93961
-1.0,26,29848.420599
-1.0,43,29865.149893
-1.0,24,29876.638634
-1.0,21,29885.774023
-1.0,14,29892.048141
-1.0,19,29900.0168
-1.0,18,29907.988718
-1.0,16,29914.866627
-1.0,14,29921.024741
-1.0,15,29927.149439
-1.0,15,29933.093542
-1.0,21,29941.637006
-1.0,30,29954.166126
-1.0,19,29961.965784
-1.0,28,29973.639101
-1.0,16,29980.411786
-1.0,28,29991.605119
-1.0,27,30002.14667
-1.0,9,30005.74404
-1.0,21,30013.883959
-1.0,23,30024.209465
-1.0,38,30039.13443
-1.0,42,30054.67048
-1.0,13,30060.471074
-1.0,26,30070.831487
-1.0,22,30080.214887
-1.0,35,30094.204254
-1.0,30,30105.433407
-1.0,31,30117.912047
-1.0,23,30126.898313
-1.0,22,30135.936116
-1.0,23,30145.276038
-1.0,28,30156.237425
-1.0,20,30164.416165
-1.0,57,30184.560477
-1.0,29,30196.334754
-1.0,27,30207.703282
-1.0,16,30214.998567
-1.0,30,30226.944801
-1.0,8,30230.756178
-1.0,18,30237.955346
-1.0,24,30247.597662
-1.0,14,30254.067358
-1.0,40,30269.797338
-1.0,35,30283.703721
-1.0,19,30291.785323
-1.0,32,30303.989761
-1.0,25,30314.357647
-1.0,12,30319.077972
-1.0,19,30327.058398
-1.0,21,30336.182132
-1.0,16,30343.125438
-1.0,14,30349.155407
-1.0,14,30355.362683
-1.0,32,30368.769749
-1.0,31,30381.051949
-1.0,22,30390.575621
-1.0,73,30416.809343
-1.0,12,30421.865602
-1.0,32,30434.773671
-1.0,36,30449.093704
-1.0,30,30461.084864
-1.0,14,30467.234775
-1.0,31,30480.287853
-1.0,19,30488.229133
-1.0,26,30498.427881
-1.0,31,30510.518622
-1.0,66,30534.402419
-1.0,32,30547.208566
-1.0,35,30561.341542
-1.0,12,30566.004343
-1.0,31,30577.917186
-1.0,44,30595.936678
-1.0,18,30603.677481
-1.0,25,30613.778618
-1.0,13,30619.504645
-1.0,33,30632.450849
-1.0,31,30644.690652
-1.0,22,30653.654482
-1.0,23,30663.834759
-1.0,33,30677.670313
-1.0,24,30687.52166
-1.0,10,30691.843207
-1.0,16,30700.068303
-1.0,25,30710.267492
-1.0,20,30719.324611
-1.0,17,30726.461581
-1.0,16,30733.127858
-1.0,13,30738.868714
-1.0,23,30748.05053
-1.0,30,30759.827236
-1.0,33,30772.495317
-1.0,21,30781.535327
-1.0,31,30794.065991
-1.0,37,30809.131419
-1.0,29,30820.847651
-1.0,24,30831.100333
-1.0,49,30850.046566
-1.0,16,30856.899441
-1.0,29,30868.60843
-1.0,18,30875.939633
-1.0,15,30882.150569
-1.0,24,30892.248437
-1.0,28,30903.627254
-1.0,31,30916.446511
-1.0,30,30928.458771
-1.0,19,30935.669546
-1.0,16,30942.616426
-1.0,37,30957.310643
-1.0,36,30971.319171
-1.0,35,30985.973735
-1.0,20,30994.618535
-1.0,26,31004.884521
-1.0,34,31017.426053
-1.0,25,31027.23744
-1.0,35,31041.108115
-1.0,30,31053.017558
-1.0,14,31058.928864
-1.0,15,31065.772437
-1.0,20,31073.45541
-1.0,33,31086.23105
-1.0,41,31103.588941
-1.0,26,31114.563592
-1.0,8,31118.28628
-1.0,13,31124.208477
-1.0,27,31134.786556
-1.0,8,31137.924425
-1.0,29,31149.258388
-1.0,17,31156.824271
-1.0,26,31168.032636
-1.0,10,31172.214493
-1.0,34,31185.672483
-1.0,16,31192.324393
-1.0,18,31199.539987
-1.0,20,31207.780363
-1.0,42,31224.38084
-1.0,23,31233.988606
-1.0,23,31243.229721
-1.0,30,31255.493523
-1.0,20,31263.633537
-1.0,30,31276.1814
-1.0,39,31292.301052
-1.0,24,31302.165639
-1.0,36,31316.66634
-1.0,19,31324.344743
-1.0,26,31334.396625
-1.0,12,31339.667393
-1.0,28,31350.605307
-1.0,26,31361.253403
